ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE
1628	EAH	horseradish, Armoracia rusticana	turma	turma	t u r m a	
1629	WOT	horseradish, Armoracia rusticana	turma	turma	t u r m a	
1758	H	hot embers, extinguished embers	üsök	üsök	y s ø k	
1759	EAH	hot embers, extinguished embers	isüg	isüg	i s y ɡ	
1760	WOT	hot embers, extinguished embers	isig	isig	i s i ɡ	
1761	H	hot embers, extinguished embers	üsög	üsög	y s ø ɡ	
1762	EAH	hot embers, extinguished embers	isüg	isüg	i s y ɡ	
1763	WOT	hot embers, extinguished embers	isig	isig	i s i ɡ	
1653	H	innumerable	tömēntelen	tömēntelen	t ø m eː n t ɛ l ɛ n	
1654	OH	innumerable	tömēń	tömēń	t ø m eː ɲ	
1655	EAH	innumerable	tümen	tümen	t y m ɛ n	
1656	WOT	innumerable	tümän	tümän	t y m ɛ n	
1624	H	interpreter	tolmāč	tolmāč	t o l m aː t͡ʃ	
1625	EAH	interpreter	tolmač	tolmač	t o l m a t͡ʃ	
1626	WOT	interpreter	tolmač	tolmač	t o l m a t͡ʃ	
175	H	judge	bīrō	bīrō	b iː r oː	
176	OH	judge	birō	birō	b i r oː	
177	EAH	judge	biruγ	biruγ	b i r u ɣ	
178	WOT	judge	bïrug	bïrug	b ɯ r u ɡ	
1146	H	kid (of a goat)	ollō	ollō	o l l oː	
1147	OH	kid (of a goat)	oγlou̯	oγlou̯	o ɣ l o w	
1148	EAH	kid (of a goat)	oγlaγ	oγlaγ	o ɣ l a ɣ	
1149	WOT	kid (of a goat)	oγlaγ	oγlaγ	o ɣ l a ɣ	
1591	H	knee	tērd	tērd	t eː r d	
1592	EAH	knee	tīr	tīr	t iː r	
1593	WOT	knee	tīr	tīr	t iː r	
191	H	knot, bend	bog	bog	b o ɡ	
192	EAH	knot, bend	bog	bog	b o ɡ	
193	WOT	knot, bend	bog	bog	b o ɡ	
103	H	label, tag	bārcå	bārcå	b aː r t͡s ɒ	
104	EAH	label, tag	bāsa	bāsa	b aː s a	
105	WOT	label, tag	baysa	baysa	b a j s a	
1105	H	laughing bird, Picus viridis	küllȫ	küllȫ	k y l l øː	
1106	EAH	laughing bird, Picus viridis	külleγ	külleγ	k y l l ɛ ɣ	
1107	WOT	laughing bird, Picus viridis	külüläγ	külüläγ	k y l y l ɛ ɣ	
1113	H	laughing bird, Picus viridis	küllȫ	küllȫ	k y l l øː	
1114	OH	laughing bird, Picus viridis	külȫ	külȫ	k y l øː	
1115	LAH	laughing bird, Picus viridis	küvȫ	küvȫ	k y v øː	
1116	EAH	laughing bird, Picus viridis	küvey	küvey	k y v ɛ j	
1117	WOT	laughing bird, Picus viridis	küväy	küväy	k y v ɛ j	
1674	H	law	törvēń	törvēń	t ø r v eː ɲ	
1675	OH	law	türven	türven	t y r v ɛ n	
1676	LAH	law	türγen	türγen	t y r ɣ ɛ n	
1677	EAH	law	türüγen	türüγen	t y r y ɣ ɛ n	
1678	WOT	law	törüγän	törüγän	t ø r y ɣ ɛ n	
671	H	lawn,grass-(plot)	dʹep	dʹep	ɟ ɛ p	
672	EAH	lawn,grass-(plot)	ǰepi	ǰepi	d͡ʒ ɛ p i	
673	WOT	lawn,grass-(plot)	ǰäpi	ǰäpi	d͡ʒ ɛ p i	
155	H	letter (of the alphabet)	betǖ	betǖ	b ɛ t yː	
156	OH	letter (of the alphabet)	beteü̯	beteü̯	b ɛ t ɛ ɥ	
157	EAH	letter (of the alphabet)	bitiγ	bitiγ	b i t i ɣ	
158	WOT	letter (of the alphabet)	bitig	bitig	b i t i ɡ	
1396	H	light-coloured, yellowish, pale, (partly) bald	sār	sār	s aː r	
1397	EAH	light-coloured, yellowish, pale, (partly) bald	sar	sar	s a r	
1398	WOT	light-coloured, yellowish, pale, (partly) bald	sar	sar	s a r	
1161	H	lion	oroslān	oroslān	o r o s l aː n	
1162	EAH	lion	uruslān	uruslān	u r u s l aː n	
1163	WOT	lion	aruslan	aruslan	a r u s l a n	
1034	H	loan	kölčön	kölčön	k ø l t͡ʃ ø n	
1035	EAH	loan	külčen	külčen	k y l t͡ʃ ɛ n	
1036	WOT	loan	kölčen	kölčen	k ø l t͡ʃ ɛ n	
977	H	lute, cittern	koboz	koboz	k o b o z	
978	EAH	lute, cittern	koboz	koboz	k o b o z	
979	WOT	lute, cittern	kobuz	kobuz	k o b u z	
338	H	magical	bǖvös	bǖvös	b yː v ø s	
339	OH	magical	bǖ	bǖ	b yː	
340	EAH	magical	büγü	büγü	b y ɣ y	
341	WOT	magical	büγü	büγü	b y ɣ y	
873	H	man of grit, stout fellow	kåråkān	kåråkān	k ɒ r ɒ k aː n	
874	EAH	man of grit, stout fellow	karakan	karakan	k a r a k a n	
875	WOT	man of grit, stout fellow	karakan	karakan	k a r a k a n	
607	H	matchmaker	güdʹǖ	güdʹǖ	ɡ y ɟ yː	
608	OH	matchmaker	küdʹǖ	küdʹǖ	k y ɟ yː	
609	LAH	matchmaker	küdʹeü̯	küdʹeü̯	k y ɟ ɛ ɥ	
610	EAH	matchmaker	küdeγü	küdeγü	k y d ɛ ɣ y	
611	WOT	matchmaker	küdägü	küdägü	k y d ɛ ɡ y	
418	H	measle, smallpox, pocks; skin eruption; decorative embroidery	čēč	čēč	t͡ʃ eː t͡ʃ	
419	EAH	measle, smallpox, pocks; skin eruption; decorative embroidery	čëč	čëč	t͡ʃ e t͡ʃ	
420	WOT	measle, smallpox, pocks; skin eruption; decorative embroidery	čeč	čeč	t͡ʃ ɛ t͡ʃ	
421	H	measle, smallpox, pocks; skin eruption; decorative embroidery	čēč	čēč	t͡ʃ eː t͡ʃ	
422	EAH	measle, smallpox, pocks; skin eruption; decorative embroidery	čëč	čëč	t͡ʃ e t͡ʃ	
423	WOT	measle, smallpox, pocks; skin eruption; decorative embroidery	čēč	čēč	t͡ʃ eː t͡ʃ	
855	H	measles	kåńårō	kåńårō	k ɒ ɲ ɒ r oː	
856	OH	measles	kåråńō	kåråńō	k ɒ r ɒ ɲ oː	
857	LAH	measles	kåråmō	kåråmō	k ɒ r ɒ m oː	
858	EAH	measles	karamuγ	karamuγ	k a r a m u ɣ	
859	WOT	measles	karamuγ	karamuγ	k a r a m u ɣ	
1084	H	mellow, powdery, crumbly, rotten, mouldy	kȫrȫ	kȫrȫ	k øː r øː	
1085	EAH	mellow, powdery, crumbly, rotten, mouldy	kevreγ	kevreγ	k ɛ v r ɛ ɣ	
1086	WOT	mellow, powdery, crumbly, rotten, mouldy	kävräγ	kävräγ	k ɛ v r ɛ ɣ	
917	H	mercury	kēnesȫ	kēnesȫ	k eː n ɛ s øː	
918	EAH	mercury	kenešǖ	kenešǖ	k ɛ n ɛ ʃ yː	
919	WOT	mercury	kenä šū	kenäšū	k ɛ n ɛ ʃ uː	
558	H	merit	ērdem	ērdem	eː r d ɛ m	
559	EAH	merit	erdem	erdem	ɛ r d ɛ m	
560	WOT	merit	ärdäm	ärdäm	ɛ r d ɛ m	
1200	H	milling product	örmēń	örmēń	ø r m eː ɲ	
1201	EAH	milling product	eü̯rmen	eü̯rmen	ɛ ɥ r m ɛ n	
1202	WOT	milling product	ävirmän	ävirmän	ɛ v i r m ɛ n	
1368	H	mirage	sāgom	sāgom	s aː ɡ o m	
1369	EAH	mirage	sagum	sagum	s a ɡ u m	
1370	WOT	mirage	sagïm	sagïm	s a ɡ ɯ m	
1696	H	mirror	tükör	tükör	t y k ø r	
1697	EAH	mirror	tiker	tiker	t i k ɛ r	
1698	WOT	mirror	tikär	tikär	t i k ɛ r	
1699	H	mirror	tükör	tükör	t y k ø r	
1700	EAH	mirror	tiker	tiker	t i k ɛ r	
1701	WOT	mirror	tükär	tükär	t y k ɛ r	
1702	H	mirror	tükör	tükör	t y k ø r	
1703	EAH	mirror	tüker	tüker	t y k ɛ r	
1704	WOT	mirror	tikär	tikär	t i k ɛ r	
1705	H	mirror	tükör	tükör	t y k ø r	
1706	EAH	mirror	tüker	tüker	t y k ɛ r	
1707	WOT	mirror	tükär	tükär	t y k ɛ r	
561	H	morals, morality	erkölč	erkölč	ɛ r k ø l t͡ʃ	
562	EAH	morals, morality	erkelč	erkelč	ɛ r k ɛ l t͡ʃ	
563	WOT	morals, morality	ärkilč	ärkilč	ɛ r k i l t͡ʃ	
1498	H	mosquito, gnat, Culex pipens	sūńog	sūńog	s uː ɲ o ɡ	
1499	OH	mosquito, gnat, Culex pipens	sunug	sunug	s u n u ɡ	
1500	EAH	mosquito, gnat, Culex pipens	sinuk	sinuk	s i n u k	
1501	WOT	mosquito, gnat, Culex pipens	siŋuk	siŋuk	s i ŋ u k	
653	H	mourning, bereavement	dʹās	dʹās	ɟ aː s	
654	OH	mourning, bereavement	ǰās	ǰās	d͡ʒ aː s	
655	EAH	mourning, bereavement	ǰas	ǰas	d͡ʒ a s	
656	WOT	mourning, bereavement	ǰas	ǰas	d͡ʒ a s	
1321	H	much, many	šok	šok	ʃ o k	
1322	WOT	much, many	čok	čok	t͡ʃ o k	
1247	H	mud, marsh	šār	šār	ʃ aː r	
1248	EAH	mud, marsh	šar	šar	ʃ a r	
1249	WOT	mud, marsh	šar	šar	ʃ a r	
687	H	murder, killer	dʹilkoš	dʹilkoš	ɟ i l k o ʃ	
688	EAH	murder, killer	ǰilkuš	ǰilkuš	d͡ʒ i l k u ʃ	
689	WOT	murder, killer	ǰulkučï	ǰulkučï	d͡ʒ u l k u t͡ʃ ɯ	
820	H	name of an ethnic group of Iranian origin in Hungary	yās	yās	j aː s	
821	WOT	name of an ethnic group of Iranian origin in Hungary	yās	yās	j aː s	
1552	H	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tātoryān	tātoryān	t aː t o r j aː n	
1553	OH	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tāturyan	tāturyan	t aː t u r j a n	
1554	EAH	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	taturγan	taturγan	t a t u r ɣ a n	
1555	WOT	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	taturgan	taturgan	t a t u r ɡ a n	
1556	H	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tātoryān	tātoryān	t aː t o r j aː n	
1557	OH	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tāturyan	tāturyan	t aː t u r j a n	
1558	EAH	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	taturγan	taturγan	t a t u r ɣ a n	
1559	WOT	name of several kinds of plants, e.g. Anemosphoros, Buniasorientalis, Napus, Crambe tatarica; storm wind	tåtrång	tåtrång	t ɒ t r ɒ n ɡ	
385	H	nettle, Urtica	čålān	čålān	t͡ʃ ɒ l aː n	
386	EAH	nettle, Urtica	čalān	čalān	t͡ʃ a l aː n	
387	WOT	nettle, Urtica	čalïγan	čalïγan	t͡ʃ a l ɯ ɣ a n	
388	H	nettle, Urtica	čålān	čålān	t͡ʃ ɒ l aː n	
389	EAH	nettle, Urtica	čilān	čilān	t͡ʃ i l aː n	
390	WOT	nettle, Urtica	čalïγan	čalïγan	t͡ʃ a l ɯ ɣ a n	
391	H	nettle, Urtica	čålān	čålān	t͡ʃ ɒ l aː n	
392	EAH	nettle, Urtica	čalaγan	čalaγan	t͡ʃ a l a ɣ a n	
393	WOT	nettle, Urtica	čalïγan	čalïγan	t͡ʃ a l ɯ ɣ a n	
495	H	noon, south	dēl	dēl	d eː l	
496	EAH	noon, south	töli	töli	t ø l i	
497	WOT	noon, south	tüli	tüli	t y l i	
498	H	noon, south	dēl	dēl	d eː l	
499	EAH	noon, south	töli	töli	t ø l i	
500	WOT	noon, south	düli	düli	d y l i	
501	H	noon, south	dēl	dēl	d eː l	
502	EAH	noon, south	döli	döli	d ø l i	
503	WOT	noon, south	tüli	tüli	t y l i	
504	H	noon, south	dēl	dēl	d eː l	
505	EAH	noon, south	döli	döli	d ø l i	
506	WOT	noon, south	düli	düli	d y l i	
773	H	noose, loop, snare	hurok	hurok	h u r o k	
774	EAH	noose, loop, snare	urok	urok	u r o k	
775	WOT	noose, loop, snare	urok	urok	u r o k	
1380	H	number	sām	sām	s aː m	
1381	EAH	number	sam	sam	s a m	
1382	WOT	number	sām	sām	s aː m	
507	H	nut; walnut, Juglans	diō	diō	d i oː	
508	OH	nut; walnut, Juglans	ǰiwo	ǰiwo	d͡ʒ i w o	
509	LAH	nut; walnut, Juglans	ǰiγau̯	ǰiγau̯	d͡ʒ i ɣ a w	
510	EAH	nut; walnut, Juglans	ǰiγaγ	ǰiγaγ	d͡ʒ i ɣ a ɣ	
511	WOT	nut; walnut, Juglans	ǰïγaγ	ǰïγaγ	d͡ʒ ɯ ɣ a ɣ	
512	H	nut; walnut, Juglans	diō	diō	d i oː	
513	OH	nut; walnut, Juglans	ǰiwo	ǰiwo	d͡ʒ i w o	
514	LAH	nut; walnut, Juglans	ǰiγau̯	ǰiγau̯	d͡ʒ i ɣ a w	
515	EAH	nut; walnut, Juglans	ǰiγaγ	ǰiγaγ	d͡ʒ i ɣ a ɣ	
516	WOT	nut; walnut, Juglans	ǰȧγaγ	ǰȧγaγ	d͡ʒ ɐ ɣ a ɣ	
571	H	oath	eš	eš	ɛ ʃ	
572	OH	oath	ešü	ešü	ɛ ʃ y	
573	LAH	oath	ečü	ečü	ɛ t͡ʃ y	
574	EAH	oath	ičü	ičü	i t͡ʃ y	
575	WOT	oath	ičü	ičü	i t͡ʃ y	
576	H	oath	eškü	eškü	ɛ ʃ k y	
577	OH	oath	iškü	iškü	i ʃ k y	
578	EAH	oath	ičkü	ičkü	i t͡ʃ k y	
579	WOT	oath	ičkü	ičkü	i t͡ʃ k y	
1764	H	one-year-old female sheep	üveč	üveč	y v ɛ t͡ʃ	
1765	EAH	one-year-old female sheep	öveč	öveč	ø v ɛ t͡ʃ	
1766	WOT	one-year-old female sheep	öväč	öväč	ø v ɛ t͡ʃ	
1620	H	one-year-old lamb	toklʹō	toklʹō	t o k ʎ oː	
1621	OH	one-year-old lamb	toklʹu	toklʹu	t o k ʎ u	
1622	EAH	one-year-old lamb	toklu	toklu	t o k l u	
1623	WOT	one-year-old lamb	toklu	toklu	t o k l u	
379	H	only, just	čåk	čåk	t͡ʃ ɒ k	
380	EAH	only, just	čak	čak	t͡ʃ a k	
381	WOT	only, just	čak	čak	t͡ʃ a k	
1719	H	owl, Strix	ug	ug	u ɡ	
1720	EAH	owl, Strix	ugu	ugu	u ɡ u	
1721	WOT	owl, Strix	uγu	uγu	u ɣ u	
1182	H	ox	ökör	ökör	ø k ø r	
1183	OH	ox	ökür	ökür	ø k y r	
1184	EAH	ox	ükür	ükür	y k y r	
1185	WOT	ox	ökür	ökür	ø k y r	
313	H	ox; also ox, goat, ram without or with small or unusual horns;stupid	bugå	bugå	b u ɡ ɒ	
314	EAH	ox; also ox, goat, ram without or with small or unusual horns;stupid	buga	buga	b u ɡ a	
315	WOT	ox; also ox, goat, ram without or with small or unusual horns;stupid	buga	buga	b u ɡ a	
92	H	pagan idol, stone or wooden pillar, vertical beam of different wooden instruments, strong, corpulent person	bālvāń	bālvāń	b aː l v aː ɲ	
93	EAH	pagan idol, stone or wooden pillar, vertical beam of different wooden instruments, strong, corpulent person	balvan	balvan	b a l v a n	
94	WOT	pagan idol, stone or wooden pillar, vertical beam of different wooden instruments, strong, corpulent person	balvan	balvan	b a l v a n	
971	H	pain	kīn	kīn	k iː n	
972	EAH	pain	kīn	kīn	k iː n	
973	WOT	pain	kīn	kīn	k iː n	
1443	H	part of a village, street, group of people; row, line, order	ser	ser	s ɛ r	
1444	EAH	part of a village, street, group of people; row, line, order	śer	śer	s ɛ r	
1445	WOT	part of a village, street, group of people; row, line, order	čer	čer	t͡ʃ ɛ r	
236	H	pea, Pisum sativum; bean	boršō	boršō	b o r ʃ oː	
237	OH	pea, Pisum sativum; bean	buršau̯	buršau̯	b u r ʃ a w	
238	EAH	pea, Pisum sativum; bean	burčaγ	burčaγ	b u r t͡ʃ a ɣ	
239	WOT	pea, Pisum sativum; bean	burčaγ	burčaγ	b u r t͡ʃ a ɣ	
1087	H	pear, Pyrus communis	körtvēlʹ	körtvēlʹ	k ø r t v eː ʎ	
1088	OH	pear, Pyrus communis	kërtveli	kërtveli	k e r t v ɛ l i	
1089	EAH	pear, Pyrus communis	kertβeli	kertβeli	k ɛ r t w ɛ l i	
1090	WOT	pear, Pyrus communis	kertweliγ	kertweliγ	k ɛ r t w ɛ l i ɣ	
1091	H	pear, Pyrus communis	körtvēlʹ	körtvēlʹ	k ø r t v eː ʎ	
1092	OH	pear, Pyrus communis	kertmeli	kertmeli	k ɛ r t m ɛ l i	
1093	EAH	pear, Pyrus communis	kertmeliγ	kertmeliγ	k ɛ r t m ɛ l i ɣ	
1094	WOT	pear, Pyrus communis	kertmeliγ	kertmeliγ	k ɛ r t m ɛ l i ɣ	
709	H	pearl	dʹöndʹ	dʹöndʹ	ɟ ø n ɟ	
710	OH	pearl	ǰünǰ	ǰünǰ	d͡ʒ y n d͡ʒ	
711	LAH	pearl	ǰünǰü	ǰünǰü	d͡ʒ y n d͡ʒ y	
712	EAH	pearl	ǰinǰü	ǰinǰü	d͡ʒ i n d͡ʒ y	
713	WOT	pearl	ǰinǰü	ǰinǰü	d͡ʒ i n d͡ʒ y	
1679	H	peat, turf, dried dung	tȫzeg	tȫzeg	t øː z ɛ ɡ	
1680	EAH	peat, turf, dried dung	tözek	tözek	t ø z ɛ k	
1681	WOT	peat, turf, dried dung	tezäk	tezäk	t ɛ z ɛ k	
593	H	pelican, Pelicanus	gödēń	gödēń	ɡ ø d eː ɲ	
594	OH	pelican, Pelicanus	güden	güden	ɡ y d ɛ n	
595	EAH	pelican, Pelicanus	güden	güden	ɡ y d ɛ n	
596	WOT	pelican, Pelicanus	güdän	güdän	ɡ y d ɛ n	
597	H	pelican, Pelicanus	gödēń	gödēń	ɡ ø d eː ɲ	
598	OH	pelican, Pelicanus	güden	güden	ɡ y d ɛ n	
599	EAH	pelican, Pelicanus	güden	güden	ɡ y d ɛ n	
600	WOT	pelican, Pelicanus	kütän	kütän	k y t ɛ n	
233	H	pepper	borš	borš	b o r ʃ	
234	EAH	pepper	burč	burč	b u r t͡ʃ	
235	WOT	pepper	burč	burč	b u r t͡ʃ	
1648	H	perfect	tökēleteš	tökēleteš	t ø k eː l ɛ t ɛ ʃ	
1649	OH	perfect	tökēl	tökēl	t ø k eː l	
1650	LAH	perfect	tökē	tökē	t ø k eː	
1651	EAH	perfect	tüke	tüke	t y k ɛ	
1652	WOT	perfect	tükä	tükä	t y k ɛ	
1173	H	physician	orvoš	orvoš	o r v o ʃ	
1174	OH	physician	urvoš	urvoš	u r v o ʃ	
1175	EAH	physician	urvoči	urvoči	u r v o t͡ʃ i	
1176	WOT	physician	orwučï	orwučï	o r w u t͡ʃ ɯ	
382	H	pick-axe; mace; a small axe; war hammer	čākāń	čākāń	t͡ʃ aː k aː ɲ	
383	EAH	pick-axe; mace; a small axe; war hammer	čakan	čakan	t͡ʃ a k a n	
384	WOT	pick-axe; mace; a small axe; war hammer	čakkan	čakkan	t͡ʃ a k k a n	
920	H	picture, shape, form	kēp	kēp	k eː p	
921	WOT	picture, shape, form	kǟp	kǟp	k ɛ p	
23	H	pied (of an animals coat)	ålåč	ålåč	ɒ l ɒ t͡ʃ	
24	EAH	pied (of an animals coat)	alač	alač	a l a t͡ʃ	
25	WOT	pied (of an animals coat)	alačï	alačï	a l a t͡ʃ ɯ	
26	H	pied (of an animals coat)	ålåč	ålåč	ɒ l ɒ t͡ʃ	
27	EAH	pied (of an animals coat)	alač	alač	a l a t͡ʃ	
28	WOT	pied (of an animals coat)	alaču	alaču	a l a t͡ʃ u	
29	H	pied (of an animals coat)	ålåč	ålåč	ɒ l ɒ t͡ʃ	
30	EAH	pied (of an animals coat)	alač	alač	a l a t͡ʃ	
31	WOT	pied (of an animals coat)	alačo	alačo	a l a t͡ʃ o	
32	H	pied (of an animals coat)	ålåč	ålåč	ɒ l ɒ t͡ʃ	
33	EAH	pied (of an animals coat)	alač	alač	a l a t͡ʃ	
34	WOT	pied (of an animals coat)	ålåč	ålåč	ɒ l ɒ t͡ʃ	
517	H	pig, Sus domestica	disnō	disnō	d i s n oː	
518	EAH	pig, Sus domestica	ǰisnaγ	ǰisnaγ	d͡ʒ i s n a ɣ	
519	WOT	pig, Sus domestica	ǰȧsnaγ	ǰȧsnaγ	d͡ʒ ɐ s n a ɣ	
1348	H	pike perch, zander, Stizostedion lucioperca	šüllȫ	šüllȫ	ʃ y l l øː	
1349	OH	pike perch, zander, Stizostedion lucioperca	šilleü	šilleü	ʃ i l l ɛ y	
1350	EAH	pike perch, zander, Stizostedion lucioperca	šilleγ	šilleγ	ʃ i l l ɛ ɣ	
1351	WOT	pike perch, zander, Stizostedion lucioperca	šilliγ	šilliγ	ʃ i l l i ɣ	
879	H	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	kårånbēl	kårånbēl	k ɒ r ɒ n b eː l	
880	EAH	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karampil	karampil	k a r a m p i l	
881	WOT	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karampil	karampil	k a r a m p i l	
882	H	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	kårånbēl	kårånbēl	k ɒ r ɒ n b eː l	
883	EAH	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karampil	karampil	k a r a m p i l	
884	WOT	pink, several kinds of pink, Danthus, D. caryophyllus, several members of the Caryophillaceæ	karamfil	karamfil	k a r a m f i l	
542	H	plough	eke	eke	ɛ k ɛ	
543	EAH	plough	ekeγ	ekeγ	ɛ k ɛ ɣ	
544	WOT	plough	äkäγ	äkäγ	ɛ k ɛ ɣ	
1543	H	plough field, arable field, stubble field	tårlō	tårlō	t ɒ r l oː	
1544	EAH	plough field, arable field, stubble field	tarlaγ	tarlaγ	t a r l a ɣ	
1545	WOT	plough field, arable field, stubble field	tarïlaγ	tarïlaγ	t a r ɯ l a ɣ	
159	H	pocket knife	bičåk	bičåk	b i t͡ʃ ɒ k	
160	EAH	pocket knife	bičak	bičak	b i t͡ʃ a k	
161	WOT	pocket knife	bïčak	bïčak	b ɯ t͡ʃ a k	
162	H	pocket knife	bičåk	bičåk	b i t͡ʃ ɒ k	
163	EAH	pocket knife	bičak	bičak	b i t͡ʃ a k	
164	WOT	pocket knife	bïčkï	bïčkï	b ɯ t͡ʃ k ɯ	
165	H	pocket knife	bičåk	bičåk	b i t͡ʃ ɒ k	
166	EAH	pocket knife	bičak	bičak	b i t͡ʃ a k	
167	WOT	pocket knife	bičkä	bičkä	b i t͡ʃ k ɛ	
601	H	polecat, Putorius foetidus	görēń	görēń	ɡ ø r eː ɲ	
602	EAH	polecat, Putorius foetidus	güren	güren	ɡ y r ɛ n	
603	WOT	polecat, Putorius foetidus	gürän	gürän	ɡ y r ɛ n	
604	H	polecat, Putorius foetidus	görēń	görēń	ɡ ø r eː ɲ	
605	EAH	polecat, Putorius foetidus	güren	güren	ɡ y r ɛ n	
606	WOT	polecat, Putorius foetidus	kürän	kürän	k y r ɛ n	
645	H	poor, frail, feeble	dʹårlō	dʹårlō	ɟ ɒ r l oː	
646	OH	poor, frail, feeble	ǰarlou̯	ǰarlou̯	d͡ʒ a r l o w	
647	EAH	poor, frail, feeble	ǰarlïγ	ǰarlïγ	d͡ʒ a r l ɯ ɣ	
648	WOT	poor, frail, feeble	ǰarlïγ	ǰarlïγ	d͡ʒ a r l ɯ ɣ	
1046	H	pounder, beater, small mortar	kölʹǖ	kölʹǖ	k ø ʎ yː	
1047	OH	pounder, beater, small mortar	kelǖ	kelǖ	k ɛ l yː	
1048	EAH	pounder, beater, small mortar	keliγ	keliγ	k ɛ l i ɣ	
1049	WOT	pounder, beater, small mortar	keliγ	keliγ	k ɛ l i ɣ	
301	H	prison, jail	börtön	börtön	b ø r t ø n	
302	EAH	prison, jail	berten	berten	b ɛ r t ɛ n	
303	WOT	prison, jail	bärtän	bärtän	b ɛ r t ɛ n	
795	H	proper behaviour	ildom	ildom	i l d o m	
796	EAH	proper behaviour	ildam	ildam	i l d a m	
797	WOT	proper behaviour	ïldam	ïldam	ɯ l d a m	
1377	H	raft	sāl	sāl	s aː l	
1378	EAH	raft	sal	sal	s a l	
1379	WOT	raft	sāl	sāl	s aː l	
1018	H	ram	koš	koš	k o ʃ	
1019	EAH	ram	koč	koč	k o t͡ʃ	
1020	WOT	ram	koč	koč	k o t͡ʃ	
580	H	reason, mind	ēs	ēs	eː s	
581	EAH	reason, mind	es	es	ɛ s	
582	WOT	reason, mind	esV	esV	ɛ s v	
663	H	rein	dʹeplȫ	dʹeplȫ	ɟ ɛ p l øː	
664	OH	rein	ǰepleü̯	ǰepleü̯	d͡ʒ ɛ p l ɛ ɥ	
665	EAH	rein	ǰipliγ	ǰipliγ	d͡ʒ i p l i ɣ	
666	WOT	rein	ǰipliγ	ǰipliγ	d͡ʒ i p l i ɣ	
249	H	revenge	bossū	bossū	b o s s uː	
250	OH	revenge	bossou̯	bossou̯	b o s s o w	
251	EAH	revenge	bosuγ	bosuγ	b o s u ɣ	
252	WOT	revenge	bosuγ	bosuγ	b o s u ɣ	
276	H	rich; abundant, roomy	bȫ	bȫ	b øː	
277	OH	rich; abundant, roomy	beü̯	beü̯	b ɛ ɥ	
278	EAH	rich; abundant, roomy	beγ	beγ	b ɛ ɣ	
279	WOT	rich; abundant, roomy	bäγ	bäγ	b ɛ ɣ	
753	H	ring	dʹǖrǖ	dʹǖrǖ	ɟ yː r yː	
754	OH	ring	dʹüreü̯	dʹüreü̯	ɟ y r ɛ ɥ	
755	EAH	ring	ǰürüγ	ǰürüγ	d͡ʒ y r y ɣ	
756	WOT	ring	ǰürüγ	ǰürüγ	d͡ʒ y r y ɣ	
583	H	river, name of a river	etel	etel	ɛ t ɛ l	
584	EAH	river, name of a river	etil	etil	ɛ t i l	
585	WOT	river, name of a river	ätil	ätil	ɛ t i l	
586	H	river, name of a river	etil	etil	ɛ t i l	
587	EAH	river, name of a river	etil	etil	ɛ t i l	
588	WOT	river, name of a river	ätil	ätil	ɛ t i l	
1462	H	rock, cliff, occiput, crest (of mountain)	sirt	sirt	s i r t	
1463	WOT	rock, cliff, occiput, crest (of mountain)	sïrt	sïrt	s ɯ r t	
472	H	rough, coarse; ugly; wild, unbridled	čūńå	čūńå	t͡ʃ uː ɲ ɒ	
473	OH	rough, coarse; ugly; wild, unbridled	čuńa	čuńa	t͡ʃ u ɲ a	
474	EAH	rough, coarse; ugly; wild, unbridled	čunaγ	čunaγ	t͡ʃ u n a ɣ	
475	WOT	rough, coarse; ugly; wild, unbridled	čunaγ	čunaγ	t͡ʃ u n a ɣ	
1314	H	running water, running channel under a mill	šiō	šiō	ʃ i oː	
1315	EAH	running water, running channel under a mill	šiu	šiu	ʃ i u	
1316	WOT	running water, running channel under a mill	šiu	šiu	ʃ i u	
304	H	sad, bad-tempered	būš	būš	b uː ʃ	
305	OH	sad, bad-tempered	bū	bū	b uː	
306	EAH	sad, bad-tempered	buγ	buγ	b u ɣ	
307	WOT	sad, bad-tempered	buγ	buγ	b u ɣ	
850	H	saddle strap	kåndʹīk	kåndʹīk	k ɒ n ɟ iː k	
851	EAH	saddle strap	kåndʹikå	kåndʹikå	k ɒ n ɟ i k ɒ	
852	WOT	saddle strap	kanǰïka	kanǰïka	k a n d͡ʒ ɯ k a	
